status;invitation;relevance;lurker;recnum;code;itime;Q1;Q3a;Q5a;Q5b;Q5c;Q5d;Q5e;Q5f;Q5g;Q5h;Q5i;Q5j;Q5k;Q5l;Q5m;Q5n;Q5o;Q5p;Q5q;Q5r;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q6i;Q6j;Q6k;Q6l;Q6m;Q6n;Q6o;Q6p;Q6q;Q6r;Q7a;Q7b;Q7c;Q7d;Q7e;Q7f;Q8a;Q8b;Q8c;Q8d;Q8e;Q8f;Q9a;Q9b;Q9c;Q9d;Q10a;Q10b;Q10c;Q11a;Q11b;Q11c;Q11d;Q11e;Q11f;Q11g;Q12a;Q12b;Q12c;Q12d;Q13a;Q13b;Q13c;Q13d;Q13e;Q13f;Q13g;Q13h;Q13i;Q13j;Q14a;Q14b;Q14c;Q15a;Q17;Q18;Q19;Q20a;Q20b;Q21;Q22;Q23;Q24a;Q24b;V1B3T0;V1B3T1;V1B3T2;Q25;Q26;Q27;Q28a;Q28b;Q29;Q30;Q31;Q32a;Q32b;Q33;Q34;Q35;Q36a;Q36b;V2B2T0;V2B2T1;V2B2T2;Q37;Q38;Q39;Q40a;Q40b;Q41;Q42;Q43;Q44a;Q44b;Q45;Q46;Q47;Q48a;Q48b;V3B3T0;V3B3T1;V3B3T2;Q49;Q50;Q51;Q52a;Q52b;Q53;Q54;Q55;Q56a;Q56b;Q57;Q58;Q59;Q60a;Q60b;V4B1T0;V4B1T1;V4B1T2;Q61;Q62;Q63;Q64a;Q64b;Q65;Q66;Q67;Q68a;Q68b;Q69;Q70;Q71;Q72a;Q72b;V5B2T0;V5B2T1;V5B2T2;Q73;Q74;Q75;Q76a;Q76b;Q77;Q78;Q79;Q80a;Q80b;Q81;Q82;Q83;Q84a;Q84b;V6B1T0;V6B1T1;V6B1T2;Q85;Q86;Q87;Q88a;Q88b;Q89;Q89_3_text;Q90;Q91;Q91_2_text;Q92;Q93;Q94;Q95;Q96;Q97;Q98;random_15124694;random_15125852;random_15125933;random_15125048;random_15125972;random_15126093;random_15126095;random_15126101;random_15126105;random_15119837;random_1333244;random_1333248;random_1333252;random_1333706;random_1333708;random_1333710;random_1333713;random_1333715;random_1333717;random_1333720;random_1333722;random_1333724;random_1333727;random_1333729;random_1333731;random_1333734;random_1333736;random_1333738;t_insert;t_edit;date_0;date_1;date_2;date_3;date_4;date_5;date_6;date_7;date_8;date_9;date_10;date_11;date_12;date_13;date_14;date_15;date_16;date_17;date_18;date_19;date_20;date_21;date_22;Browser;BrowserVersion;OS;Device;Referer;Unsubscribed;Language
6;0;1;0;658;;13.05.2025;1;3;4;4;4;3;3;4;2;4;4;3;3;3;3;3;2;3;3;1;1;3;1;2;2;2;1;1;2;1;3;3;2;1;1;1;1;1;2;3;2;4;1;2;1;2;2;4;3;4;1;1;1;1;2;2;2;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;50;50;4;4;4;60;0;1;7;1;-2;-2;-1;100;0;1;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;21;1;-2;3;3;3;1;1;4;7;14,15,4,5,1,3,8,2,6,17,16,11,10,13,9,18,12,7;7,9,12,11,10,15,13,2,8,1,16,14,17,18,3,4,5,6;3,2,1,4,6,5;5,6,3,4,2,1;4,2,3,1;1,2,3;4,2,1,5,7,3,6;3,2,1,4;10,4,7,5,8,1,9,2,6,3;3,2,1;;;;;;;;;;;;;V5B3T2;V5B1T0;V5B2T2;;;;13.05.2025 10:46:51;13.05.2025 10:53:34;13.05.2025 10:46:53;13.05.2025 10:46:57;13.05.2025 10:47:05;13.05.2025 10:48:13;13.05.2025 10:49:13;13.05.2025 10:49:58;13.05.2025 10:50:30;13.05.2025 10:50:57;13.05.2025 10:51:36;13.05.2025 10:51:40;13.05.2025 10:51:41;;;;;;;13.05.2025 10:52:15;13.05.2025 10:52:48;13.05.2025 10:53:08;13.05.2025 10:53:08;13.05.2025 10:53:31;13.05.2025 10:53:34;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";Chrome 0.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;659;;13.05.2025;1;3;2;4;5;4;4;5;2;5;3;2;2;4;4;2;3;2;4;3;2;3;3;3;3;4;2;4;3;4;4;4;4;3;3;4;4;2;4;4;4;5;1;2;4;2;2;4;4;3;2;2;1;1;5;4;4;1;4;2;2;5;4;5;3;3;3;4;2;1;3;3;3;3;4;2;1;3;5;2;5;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;91;59;4;4;4;47;46;5;3;5;-1;-2;-2;0;33;4;4;4;1;-2;45;1;-2;5;3;1;33;2;2;3;8,3,9,10,13,17,12,15,5,14,16,6,2,1,4,18,11,7;7,4,10,1,12,16,18,3,9,17,13,8,2,11,6,15,14,5;2,5,4,3,6,1;5,2,4,3,6,1;4,2,3,1;3,2,1;6,5,3,2,1,4,7;4,3,2,1;4,5,6,7,1,8,2,9,3,10;2,3,1;;;;;;;;;;;;;;;;V6B3T1;V6B2T1;V6B1T0;13.05.2025 10:47:13;13.05.2025 11:07:16;13.05.2025 10:47:30;13.05.2025 10:47:39;13.05.2025 10:47:58;13.05.2025 10:50:30;13.05.2025 10:52:30;13.05.2025 10:54:28;13.05.2025 10:56:51;13.05.2025 10:59:32;13.05.2025 11:00:55;13.05.2025 11:01:06;13.05.2025 11:03:00;;;;;;;;;13.05.2025 11:04:19;13.05.2025 11:04:55;13.05.2025 11:07:04;13.05.2025 11:07:16;"Mozilla/5.0 (Linux; arm_64; Android 15; CPH2579) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.103 YaBrowser/25.4.1.103.00 SA/3 Mobile Safari/537.36";Chrome 134.0;Android;Phone;https://iframe-tasks.yandex/;0;
6;0;1;0;660;;13.05.2025;1;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;3;4;2;2;3;3;3;4;4;2;4;4;3;3;5;4;2;2;2;2;4;4;4;5;3;3;3;2;4;3;3;2;3;2;2;2;3;3;2;2;4;3;60;70;5;3;5;83;83;6;2;6;-2;-1;-2;58;57;4;3;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;42;1;-2;3;3;6;34;4;2;5;12,10,5,1,6,16,2,3,13,14,17,7,9,18,8,11,15,4;10,8,7,3,18,12,9,1,15,4,6,14,13,5,16,2,11,17;6,1,2,4,3,5;4,5,2,1,6,3;2,3,1,4;2,1,3;7,6,2,5,4,1,3;1,4,2,3;6,10,9,2,4,1,5,3,7,8;3,1,2;V1B1T0;V1B2T0;V1B3T1;;;;;;;;;;;;;;;;13.05.2025 10:47:18;13.05.2025 11:05:31;13.05.2025 10:47:34;13.05.2025 10:47:43;13.05.2025 10:48:05;13.05.2025 10:50:07;13.05.2025 10:52:04;13.05.2025 10:53:48;13.05.2025 10:56:09;13.05.2025 10:58:28;13.05.2025 10:59:52;13.05.2025 11:02:06;13.05.2025 11:02:58;13.05.2025 11:04:02;13.05.2025 11:04:02;;;;;;;;;13.05.2025 11:05:22;13.05.2025 11:05:31;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36";Chrome 0.0;Android;Phone;0;0;
5;0;1;0;661;;13.05.2025;1;3;5;4;5;5;5;4;4;4;3;4;3;4;4;3;4;4;4;4;5;5;5;4;4;4;3;4;3;4;5;4;4;3;4;4;4;4;3;4;4;4;4;2;4;4;4;2;1;1;3;4;3;3;5;4;3;3;4;3;4;4;4;5;3;3;4;3;4;3;3;3;4;3;3;3;3;3;4;4;4;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;80;70;5;3;4;100;93;6;2;4;-2;-1;-2;0;0;1;6;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;2;-2;61;1;-2;5;2;4;81;5;2;4;14,6,17,9,11,5,7,4,16,8,18,13,2,12,1,3,15,10;12,8,16,7,10,6,9,1,11,18,2,3,17,4,13,14,5,15;1,5,2,6,4,3;3,4,2,6,1,5;4,3,2,1;1,2,3;7,4,6,3,5,2,1;3,2,4,1;7,2,1,5,9,4,10,8,3,6;2,1,3;;;;V2B1T0;V2B3T0;V2B2T1;;;;;;;;;;;;;13.05.2025 10:47:20;13.05.2025 11:03:02;13.05.2025 10:47:23;13.05.2025 10:47:27;13.05.2025 10:47:35;13.05.2025 10:49:23;13.05.2025 10:51:07;13.05.2025 10:52:22;13.05.2025 10:54:16;13.05.2025 10:56:46;13.05.2025 10:57:51;13.05.2025 10:58:03;13.05.2025 10:58:03;13.05.2025 10:59:39;13.05.2025 11:00:46;13.05.2025 11:01:44;13.05.2025 11:01:44;;;;;;;13.05.2025 11:03:02;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;662;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;2;4;5;5;2;2;2;2;4;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;74;70;4;4;4;52;53;1;5;3;-2;-2;-1;62;58;5;5;5;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;49;1;-2;5;3;2;44;1;4;7;3,15,1,9,17,8,13,2,16,6,5,14,4,12,10,18,11,7;10,15,5,9,14,12,7,4,18,6,13,8,17,3,16,1,11,2;6,3,5,4,2,1;6,1,4,5,3,2;4,3,1,2;2,1,3;3,6,4,5,7,1,2;2,3,4,1;5,4,9,7,1,8,10,3,6,2;1,2,3;;;;;;;V3B2T2;V3B1T2;V3B3T2;;;;;;;;;;13.05.2025 10:47:22;13.05.2025 10:57:38;13.05.2025 10:47:28;13.05.2025 10:47:33;13.05.2025 10:47:42;13.05.2025 10:49:10;13.05.2025 10:49:57;13.05.2025 10:51:06;13.05.2025 10:52:07;13.05.2025 10:53:45;13.05.2025 10:54:22;13.05.2025 10:54:30;13.05.2025 10:54:31;;;13.05.2025 10:55:11;13.05.2025 10:55:48;13.05.2025 10:56:21;13.05.2025 10:56:21;;;;;13.05.2025 10:57:38;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36";Chrome 128.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;663;;13.05.2025;1;3;1;2;2;4;3;3;5;4;5;2;3;2;4;4;4;5;3;3;2;2;2;1;1;4;2;2;2;1;2;1;3;1;2;2;1;1;4;2;4;4;4;2;2;1;1;4;4;4;5;5;5;5;4;3;1;2;2;1;1;1;1;5;1;1;1;1;4;5;4;4;5;1;2;5;1;3;4;2;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;100;0;1;7;3;91;0;2;5;1;-2;-2;-1;100;100;7;5;7;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;23;1;-2;4;3;2;39;5;2;6;7,10,16,15,17,9,13,14,11,18,8,12,4,6,1,3,2,5;7,5,15,13,2,17,18,11,1,4,12,10,9,8,3,6,16,14;3,2,6,5,1,4;3,2,6,4,1,5;4,1,2,3;3,2,1;4,5,2,3,7,6,1;1,3,4,2;5,3,9,1,2,4,8,10,7,6;3,1,2;;;;;;;;;;V4B2T1;V4B3T0;V4B1T2;;;;;;;13.05.2025 10:47:22;13.05.2025 10:59:13;13.05.2025 10:47:29;13.05.2025 10:47:37;13.05.2025 10:47:53;13.05.2025 10:49:14;13.05.2025 10:50:21;13.05.2025 10:51:39;13.05.2025 10:53:04;13.05.2025 10:54:33;13.05.2025 10:55:31;13.05.2025 10:55:40;13.05.2025 10:55:40;;;;;13.05.2025 10:56:31;13.05.2025 10:57:13;13.05.2025 10:57:58;13.05.2025 10:57:58;;;13.05.2025 10:59:04;13.05.2025 10:59:13;"Mozilla/5.0 (Linux; arm_64; Android 12; JLH-AN00) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.5993.124 YaBrowser/23.11.5.124.00 SA/3 Mobile Safari/537.36";Chrome 118.0;Android;Phone;0;0;
5;0;1;0;664;;13.05.2025;1;3;3;4;4;5;5;5;4;3;3;2;3;3;3;2;3;5;5;5;3;3;3;5;5;5;3;3;4;3;3;3;3;3;3;5;4;4;2;3;2;3;3;2;4;3;4;2;2;1;3;3;3;3;3;2;2;2;2;2;2;3;2;5;1;2;2;2;3;2;3;2;3;2;2;3;2;3;4;3;4;2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;1,14,10,5,15,8,4,12,2,7,9,3,18,11,6,16,17,13;4,7,15,13,6,9,11,12,17,14,18,5,10,2,8,3,16,1;1,5,3,4,2,6;5,2,4,3,1,6;4,3,2,1;2,3,1;4,5,6,7,1,2,3;2,1,4,3;4,1,7,2,8,3,6,10,5,9;3,1,2;;;;;;;;;;;;;V5B3T2;V5B1T2;V5B2T1;;;;13.05.2025 10:47:24;13.05.2025 10:57:37;13.05.2025 10:47:30;13.05.2025 10:47:42;13.05.2025 10:48:12;13.05.2025 10:50:02;13.05.2025 10:51:50;13.05.2025 10:53:21;13.05.2025 10:54:37;13.05.2025 10:56:30;13.05.2025 10:57:28;13.05.2025 10:57:37;13.05.2025 10:57:37;;;;;;;;;;;;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 OPR/118.0.0.0";Chrome 133.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;665;;13.05.2025;1;3;4;4;5;3;4;4;4;5;5;4;5;5;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;5;4;4;5;4;4;4;3;3;4;4;4;2;4;4;4;3;3;2;2;2;2;2;5;4;4;4;3;3;4;4;4;5;3;3;4;3;4;4;4;4;4;3;3;3;2;3;3;3;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;5;49;4;4;4;100;0;4;5;3;-2;-1;-2;51;49;4;5;3;1;-2;61;1;-2;3;3;4;70;2;4;7;2,4,1,6,17,14,10,11,13,7,16,15,18,3,9,5,8,12;15,10,1,8,12,9,2,7,14,5,17,13,11,4,16,18,3,6;6,4,3,2,1,5;4,2,3,1,5,6;3,1,2,4;2,3,1;5,1,4,2,7,3,6;4,1,3,2;6,10,9,2,1,4,3,5,8,7;1,2,3;;;;;;;;;;;;;;;;V6B3T1;V6B2T1;V6B1T1;13.05.2025 10:47:25;13.05.2025 11:02:54;13.05.2025 10:47:34;13.05.2025 10:47:38;13.05.2025 10:47:48;13.05.2025 10:50:43;13.05.2025 10:52:38;13.05.2025 10:53:51;13.05.2025 10:55:33;13.05.2025 10:57:53;13.05.2025 10:59:06;13.05.2025 10:59:12;13.05.2025 10:59:12;;;;;;;;;13.05.2025 11:00:43;13.05.2025 11:01:22;13.05.2025 11:02:54;;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";Chrome 0.0;Win10;PC;https://iframe-tasks.yandex/;0;
6;0;1;0;666;;13.05.2025;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;3;2;4;4;4;4;3;4;4;4;3;4;5;5;4;3;3;4;4;4;4;5;4;5;5;5;4;4;4;4;4;4;4;4;4;3;4;4;4;1;10;50;1;5;4;70;70;5;5;6;-1;-2;-2;80;80;6;2;6;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;36;1;-2;3;3;2;40;4;3;6;18,7,1,17,12,10,14,8,13,6,2,15,4,16,9,3,5,11;2,12,11,8,4,9,17,16,6,5,14,18,7,3,15,1,10,13;5,3,2,4,6,1;3,1,4,5,2,6;4,2,1,3;1,2,3;3,5,6,2,4,1,7;3,1,2,4;6,3,5,2,8,9,7,10,4,1;3,1,2;V1B1T0;V1B2T2;V1B3T0;;;;;;;;;;;;;;;;13.05.2025 10:47:27;13.05.2025 10:58:01;13.05.2025 10:47:34;13.05.2025 10:47:42;13.05.2025 10:47:53;13.05.2025 10:48:46;13.05.2025 10:49:50;13.05.2025 10:51:00;13.05.2025 10:52:14;13.05.2025 10:53:24;13.05.2025 10:54:07;13.05.2025 10:55:19;13.05.2025 10:56:07;13.05.2025 10:56:46;13.05.2025 10:56:46;;;;;;;;;13.05.2025 10:57:46;13.05.2025 10:58:01;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 YaBrowser/25.4.0.0 Safari/537.36";Chrome 134.0;Win10;PC;https://iframe-tasks.yandex/;0;
5;0;1;0;667;;13.05.2025;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;1;1;1;2;2;2;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;4;4;4;1;1;1;1;1;1;1;1;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;2;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;50;1;7;1;50;49;4;4;4;-1;-2;-2;0;0;1;7;1;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;35;1;-2;3;2;4;49;4;4;7;4,3,2,1,14,12,15,6,18,11,7,8,10,9,17,5,13,16;7,11,8,4,15,6,17,1,13,18,9,10,3,16,5,12,14,2;4,3,1,6,5,2;6,5,4,3,2,1;1,4,3,2;1,2,3;6,2,3,7,5,4,1;2,3,1,4;8,9,2,6,7,1,4,10,5,3;2,3,1;;;;V2B1T0;V2B3T2;V2B2T0;;;;;;;;;;;;;13.05.2025 10:47:28;13.05.2025 10:59:16;13.05.2025 10:47:33;13.05.2025 10:47:37;13.05.2025 10:47:47;13.05.2025 10:48:47;13.05.2025 10:50:41;13.05.2025 10:51:35;13.05.2025 10:54:05;13.05.2025 10:55:01;13.05.2025 10:55:45;13.05.2025 10:55:51;13.05.2025 10:55:51;13.05.2025 10:56:55;13.05.2025 10:57:44;13.05.2025 10:58:17;13.05.2025 10:58:17;;;;;;;13.05.2025 10:59:16;;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36";Chrome 0.0;Android;Phone;https://iframe-tasks.yandex/;0;
5;0;1;0;668;;13.05.2025;1;3;4;4;4;5;5;4;4;5;5;4;4;5;4;4;4;4;4;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;2;4;4;2;2;4;5;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;4;4;4;3;2;3;2;3;3;2;4;4;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;50;40;2;5;4;56;57;1;4;3;-2;-2;-1;60;66;4;3;3;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;-2;41;1;-2;3;3;5;29;4;2;4;12,13,11,14,15,9,18,10,5,2,3,7,17,16,8,4,1,6;14,8,15,11,6,12,4,7,16,17,10,1,9,2,18,13,5,3;6,3,4,2,1,5;5,6,3,4,2,1;4,3,2,1;1,3,2;7,2,1,5,4,3,6;3,2,4,1;5,1,2,4,3,10,9,7,6,8;2,1,3;;;;;;;V3B2T0;V3B1T2;V3B3T2;;;;;;;;;;13.05.2025 10:47:32;13.05.2025 10:58:18;13.05.2025 10:47:41;13.05.2025 10:47:46;13.05.2025 10:47:53;13.05.2025 10:49:26;13.05.2025 10:50:21;13.05.2025 10:51:29;13.05.2025 10:52:37;13.05.2025 10:53:50;13.05.2025 10:54:40;13.05.2025 10:54:51;13.05.2025 10:54:51;;;13.05.2025 10:55:44;13.05.2025 10:56:31;13.05.2025 10:57:23;13.05.2025 10:57:23;;;;;13.05.2025 10:58:18;;"Mozilla/5.0 (Linux; arm_64; Android 9; SM-A530F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.202 YaBrowser/24.12.4.202.00 SA/3 Mobile Safari/537.36";Chrome 130.0;Android;Phone;0;0;
